Name,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Jaromir Jagr,RW,63,42,54,96,25,50,23:12,10,19,290,14.5,1355,5,2,7,22.2,0,0,0.0
Pavel Bure,LW,74,58,36,94,25,16,24:45,11,9,360,16.1,1845,14,0,1,0.0,0,0,0.0
Mark Recchi,RW,82,28,63,91,20,50,21:43,7,32,223,12.6,1904,5,175,178,49.6,0,0,0.0
Paul Kariya,LW,74,42,44,86,22,24,24:21,11,20,324,13.0,1951,3,39,60,39.4,0,0,0.0
Teemu Selanne,RW,79,33,52,85,6,12,22:43,8,23,236,14.0,1900,6,3,10,23.1,0,0,0.0
Tony Amonte,RW,82,43,41,84,10,48,21:53,11,8,260,16.5,2065,2,5,17,22.7,0,0,0.0
Owen Nolan,RW,78,44,40,84,-1,110,21:07,18,15,261,16.9,1742,6,181,176,50.7,0,0,0.0
Mike Modano,C,77,38,43,81,0,48,22:54,11,16,188,20.2,2135,8,906,857,51.4,0,0,0.0
Joe Sakic,C,60,28,53,81,30,28,23:15,5,17,242,11.6,1705,5,749,643,53.8,0,0,0.0
Steve Yzerman,C,78,35,44,79,28,34,21:06,15,14,234,15.0,1790,6,1061,807,56.8,0,0,0.0
Jeremy Roenick,C,75,34,44,78,11,102,20:50,6,13,192,17.7,1721,12,463,462,50.1,0,0,0.0
Brendan Shanahan,LW,78,41,37,78,24,105,18:34,13,16,283,14.5,1634,9,12,12,50.0,0,0,0.0
John LeClair,LW,82,40,37,77,8,36,20:17,13,11,249,16.1,1777,7,2,5,28.6,0,0,0.0
Valeri Bure,RW,82,35,40,75,-7,50,20:58,13,18,308,11.4,1791,6,2,6,25.0,0,0,0.0
Pavol Demitra,LW,71,28,47,75,34,8,19:13,8,15,241,11.6,1537,4,16,25,39.0,0,0,0.0
Luc Robitaille,LW,71,36,38,74,11,68,18:33,13,13,221,16.3,1461,7,3,7,30.0,0,0,0.0
Mats Sundin,C,73,32,41,73,16,46,20:10,10,9,184,17.4,1545,7,822,797,50.8,0,0,0.0
Ron Francis,C,78,23,50,73,10,18,21:58,7,22,150,15.3,1903,4,835,731,53.3,0,0,0.0
Doug Gilmour,C,74,25,48,73,-9,63,19:49,10,13,113,22.1,1641,3,523,453,53.6,0,0,0.0
Nicklas Lidstrom,D,81,20,53,73,19,18,28:44,9,22,218,9.2,2207,3,0,0,0.0,0,0,0.0
Patrik Elias,C,72,35,37,72,16,58,17:27,9,15,183,19.1,1414,9,61,73,45.5,0,0,0.0
Milan Hejduk,RW,82,36,36,72,14,16,19:58,13,14,228,15.8,2121,9,3,0,100.0,0,0,0.0
Doug Weight,C,77,21,51,72,6,54,20:34,3,22,167,12.6,1671,4,800,788,50.4,0,0,0.0
Ray Whitney,LW,81,29,42,71,16,35,18:54,5,17,198,14.6,1738,3,97,101,49.0,0,0,0.0
Adam Oates,C,82,15,56,71,13,14,22:20,5,16,93,16.1,1932,6,1235,941,56.8,0,0,0.0
Mariusz Czerkawski,RW,79,35,35,70,-16,34,18:01,16,13,276,12.7,1598,4,1,3,25.0,0,0,0.0
Vincent Damphousse,LW,82,21,49,70,4,58,20:26,3,27,204,10.3,1790,1,804,838,49.0,0,0,0.0
Scott Gomez,C,82,19,51,70,14,78,16:20,7,20,204,9.3,1442,1,152,189,44.6,0,0,0.0
Viktor Kozlov,RW,80,17,53,70,24,16,19:40,6,15,223,7.6,1877,2,693,923,42.9,0,0,0.0
Petr Nedved,C,76,24,44,68,2,40,19:54,6,15,201,11.9,1600,4,731,623,54.0,0,0,0.0
Petr Sykora,RW,79,25,43,68,24,26,17:06,5,13,222,11.3,1461,4,29,18,61.7,0,0,0.0
Miroslav Satan,RW,81,33,34,67,16,32,20:34,5,7,265,12.5,1798,5,1,6,14.3,0,0,0.0
Chris Drury,C,82,20,47,67,8,42,18:33,7,16,213,9.4,2041,2,701,620,53.1,0,0,0.0
Vincent Lecavalier,C,80,25,42,67,-25,43,19:02,6,22,166,15.1,1645,3,572,716,44.4,0,0,0.0
Alex Kovalev,RW,82,26,40,66,-3,94,22:52,9,17,254,10.2,1780,4,145,161,47.4,0,0,0.0
Zigmund Palffy,RW,64,27,39,66,18,32,19:39,4,17,186,14.5,1370,3,3,4,42.9,0,0,0.0
Pierre Turgeon,C,52,26,40,66,30,8,19:12,8,16,139,18.7,1133,3,540,476,53.2,0,0,0.0
Steve Sullivan,LW,80,22,43,65,19,56,17:32,2,13,180,12.2,1689,6,355,384,48.0,0,0,0.0
Robert Lang,C,78,23,42,65,-9,14,19:21,13,13,142,16.2,1622,5,726,707,50.7,0,0,0.0
Markus Naslund,LW,82,27,38,65,-5,64,19:53,6,19,271,10.0,1993,3,6,7,46.2,0,0,0.0
Theoren Fleury,RW,80,15,49,64,-4,68,19:40,1,20,246,6.1,1761,1,277,213,56.5,0,0,0.0
Jarome Iginla,RW,77,29,34,63,0,26,18:24,12,11,256,11.3,1642,4,147,131,52.9,0,0,0.0
Jeff O'Neill,RW,80,25,38,63,-9,72,19:19,4,15,189,13.2,1790,7,662,675,49.5,0,0,0.0
