Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2020-21,1,,Nathan Todd,MTB,25,F,36,12,20,32,18,10.0,5,0,2,0.333,0.556,0.889,121.0,9.9%
2020-21,2,,Cole Perfetti,MTB,18,F,32,9,17,26,2,1.0,4,0,2,0.281,0.531,0.813,64.0,14.1%
2020-21,3,,Jeff Malott,MTB,24,F,34,14,6,20,35,6.0,4,0,1,0.412,0.176,0.588,75.0,18.7%
2020-21,4,,David Gustafsson,MTB,20,F,22,7,12,19,4,4.0,0,0,3,0.318,0.545,0.864,43.0,16.3%
2020-21,5,,C.J. Suess,MTB,26,F,31,8,6,14,10,-6.0,2,0,0,0.258,0.194,0.452,50.0,16.0%
2020-21,6,,Cole Maier,MTB,25,F,31,8,6,14,26,0.0,1,0,1,0.258,0.194,0.452,76.0,10.5%
2020-21,7,,Johnathan Kovacevic,MTB,23,D,29,2,12,14,23,10.0,0,0,0,0.069,0.414,0.483,50.0,4.0%
2020-21,8,,Declan Chisholm,MTB,20,D,28,2,11,13,18,3.0,0,0,0,0.071,0.393,0.464,42.0,4.8%
2020-21,9,,Kristian Reichel,MTB,22,F,29,6,6,12,8,4.0,3,0,0,0.207,0.207,0.414,66.0,9.1%
2020-21,10,,Ville Heinola,MTB,19,D,19,4,7,11,4,4.0,2,0,1,0.211,0.368,0.579,38.0,10.5%
2020-21,11,,Nick Jones,MTB,24,F,35,2,9,11,19,0.0,0,1,1,0.057,0.257,0.314,41.0,4.9%
2020-21,12,,Tyler Graovac,MTB,27,F,9,2,7,9,0,10.0,0,0,0,0.222,0.778,1.0,10.0,20.0%
2020-21,13,,Skyler McKenzie,MTB,22,F,26,5,3,8,8,-3.0,2,0,0,0.192,0.115,0.308,45.0,11.1%
2020-21,14,,Bobby Lynch,MTB,22,F,27,4,4,8,10,-7.0,0,0,2,0.148,0.148,0.296,39.0,10.3%
2020-21,15,,Peter Krieger,MTB,27,F,14,1,6,7,8,2.0,0,0,0,0.071,0.429,0.5,15.0,6.7%
2020-21,16,,Leon Gawanke,MTB,21,D,26,1,6,7,7,-13.0,0,0,0,0.038,0.231,0.269,46.0,2.2%
2020-21,17,,Dylan Samberg,MTB,21,D,32,1,6,7,15,4.0,0,0,0,0.031,0.188,0.219,42.0,2.4%
2020-21,18,,Hayden Shaw,MTB,24,D,21,2,4,6,33,4.0,0,0,0,0.095,0.19,0.286,23.0,8.7%
2020-21,19,,Haralds Egle,MTB,24,F,25,4,1,5,16,-1.0,1,0,0,0.16,0.04,0.2,25.0,16.0%
2020-21,20,,Kristian Vesalainen,MTB,21,F,6,1,4,5,0,-2.0,1,0,0,0.167,0.667,0.833,18.0,5.6%
2020-21,21,,Joona Luoto,MTB,23,F,11,2,2,4,9,1.0,0,0,1,0.182,0.182,0.364,21.0,9.5%
2020-21,22,,Trenton Bourque,MTB,22,D,19,1,3,4,8,0.0,0,0,0,0.053,0.158,0.211,18.0,5.6%
2020-21,23,,Dominic Toninato,MTB,26,F,3,3,0,3,2,3.0,0,0,1,1.0,0.0,1.0,7.0,42.9%
2020-21,24,,Nelson Nogier,MTB,24,D,12,1,2,3,12,2.0,0,0,1,0.083,0.167,0.25,22.0,4.6%
2020-21,25,,Marko Dano,MTB,26,F,13,1,2,3,10,1.0,0,0,0,0.077,0.154,0.231,21.0,4.8%
2020-21,26,,Jimmy Oligny,MTB,27,D,21,0,3,3,27,0.0,0,0,0,0.0,0.143,0.143,16.0,0.0%
2020-21,27,,Adam Brubacher,MTB,25,D,7,2,0,2,4,0.0,0,0,0,0.286,0.0,0.286,8.0,25.0%
2020-21,28,,Ty Pelton-Byce,MTB,23,F,11,1,1,2,2,-1.0,0,0,0,0.091,0.091,0.182,19.0,5.3%
2020-21,29,,Wes Michaud,MTB,25,F,18,1,1,2,6,-8.0,0,0,0,0.056,0.056,0.111,17.0,5.9%
2020-21,30,,Mikhail Berdin,MTB,22,G,30,0,2,2,4,,0,0,0,0.0,0.067,0.067,,
2020-21,31,,Arturs Silovs,MTB,19,G,1,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2020-21,32,,Ashton Sautner,MTB,26,D,2,0,0,0,0,-5.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
2020-21,33,,Giovanni Vallati,MTB,20,D,2,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
2020-21,34,,Cole Kehler,MTB,23,G,3,0,0,0,2,,0,0,0,0.0,0.0,0.0,,
2020-21,35,,Kamerin Nault,MTB,25,F,3,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
2020-21,36,,Eric Comrie,MTB,25,G,4,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2020-21,37,,Victor Hadfield,MTB,20,D,4,0,0,0,2,1.0,0,0,0,0.0,0.0,0.0,4.0,0.0%
2020-21,38,,Brett Davis,MTB,21,F,5,0,0,0,2,-1.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
2020-21,39,,Noah King,MTB,21,D,5,0,0,0,2,-3.0,0,0,0,0.0,0.0,0.0,7.0,0.0%
