Season,Rk,Unnamed: 1,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
2024-25,1,,Mason Shaw,MTB,26,F,72,17,20,37,114,-21.0,3,0,4,0.236,0.278,0.514,181.0,9.4%
2024-25,2,,Dominic Toninato,MTB,30,F,60,18,18,36,81,-17.0,6,1,5,0.3,0.3,0.6,159.0,11.3%
2024-25,3,,Brad Lambert,MTB,21,F,61,7,28,35,28,-30.0,2,0,1,0.115,0.459,0.574,145.0,4.8%
2024-25,4,,Dylan Coghlan,MTB,26,D,36,12,16,28,22,-19.0,5,0,2,0.333,0.444,0.778,112.0,10.7%
2024-25,5,,Axel Jonsson Fjällby,MTB,26,F,65,12,15,27,24,0.0,2,3,1,0.185,0.231,0.415,121.0,9.9%
2024-25,6,,Elias Salomonsson,MTB,20,D,53,5,22,27,24,-7.0,4,0,0,0.094,0.415,0.509,80.0,6.3%
2024-25,7,,Ben King,MTB,22,F,64,12,14,26,53,-18.0,1,0,1,0.188,0.219,0.406,86.0,14.0%
2024-25,8,,C.J. Suess,MTB,30,F,71,11,12,23,32,-17.0,2,1,1,0.155,0.169,0.324,86.0,12.8%
2024-25,9,,Parker Ford,MTB,24,F,41,14,7,21,36,-3.0,5,2,2,0.341,0.171,0.512,105.0,13.3%
2024-25,10,,Jaret Anderson-Dolan,MTB,25,F,51,7,12,19,30,-33.0,2,0,2,0.137,0.235,0.373,78.0,9.0%
2024-25,11,,Nikita Chibrikov,MTB,21,F,30,7,11,18,10,-15.0,2,0,1,0.233,0.367,0.6,86.0,8.1%
2024-25,12,,Dylan Anhorn,MTB,25,D,47,3,13,16,43,-6.0,0,1,1,0.064,0.277,0.34,71.0,4.2%
2024-25,13,,Simon Lundmark,MTB,24,D,66,4,10,14,28,-21.0,0,0,1,0.061,0.152,0.212,54.0,7.4%
2024-25,14,,Fabian Wagner,MTB,20,F,50,8,5,13,15,-9.0,0,0,0,0.16,0.1,0.26,57.0,14.0%
2024-25,15,,Tyson Empey,MTB,29,F,59,7,6,13,106,-2.0,0,0,0,0.119,0.102,0.22,51.0,13.7%
2024-25,16,,Danny Zhilkin,MTB,21,F,53,3,7,10,14,-18.0,1,0,1,0.057,0.132,0.189,55.0,5.5%
2024-25,17,,Ashton Sautner,MTB,30,D,63,2,8,10,33,-19.0,0,0,0,0.032,0.127,0.159,65.0,3.1%
2024-25,18,,Chaz Lucius,MTB,21,F,25,3,6,9,6,-17.0,0,0,0,0.12,0.24,0.36,40.0,7.5%
2024-25,19,,Dawson Barteaux,MTB,24,D,41,0,9,9,16,-10.0,0,0,0,0.0,0.22,0.22,45.0,0.0%
2024-25,20,,Isaak Phillips,MTB,23,D,39,3,5,8,20,-11.0,1,0,0,0.077,0.128,0.205,43.0,7.0%
2024-25,21,,Mark Liwiski,MTB,23,F,43,3,4,7,144,-2.0,0,0,0,0.07,0.093,0.163,31.0,9.7%
2024-25,22,,Kevin Conley,MTB,27,F,34,3,3,6,24,-1.0,0,0,0,0.088,0.088,0.176,34.0,8.8%
2024-25,23,,Henri Nikkanen,MTB,23,F,13,1,3,4,0,-3.0,0,0,0,0.077,0.231,0.308,8.0,12.5%
2024-25,24,,Dmitri Kuzmin,MTB,21,D,21,1,3,4,16,-9.0,0,0,0,0.048,0.143,0.19,23.0,4.4%
2024-25,25,,Reece Vitelli,MTB,23,F,15,0,3,3,6,-3.0,0,0,0,0.0,0.2,0.2,11.0,0.0%
2024-25,26,,Liam Malmquist,MTB,24,F,5,2,0,2,2,2.0,0,0,0,0.4,0.0,0.4,7.0,28.6%
2024-25,27,,Ryan Chyzowski,MTB,24,F,11,1,1,2,4,-3.0,0,0,0,0.091,0.091,0.182,7.0,14.3%
2024-25,28,,Carson Golder,MTB,22,D,10,0,2,2,4,-5.0,0,0,0,0.0,0.2,0.2,13.0,0.0%
2024-25,29,,Tyrel Bauer,MTB,22,D,59,0,2,2,105,-21.0,0,0,0,0.0,0.034,0.034,51.0,0.0%
2024-25,30,,Jamie Engelbert,MTB,24,F,3,1,0,1,0,0.0,0,0,0,0.333,0.0,0.333,1.0,100.0%
2024-25,31,,Ville Heinola,MTB,23,D,2,0,1,1,2,1.0,0,0,0,0.0,0.5,0.5,2.0,0.0%
2024-25,32,,Benjamin Zloty,MTB,22,D,4,0,1,1,2,0.0,0,0,0,0.0,0.25,0.25,1.0,0.0%
2024-25,33,,Kieron Walton,MTB,18,F,4,0,1,1,0,1.0,0,0,0,0.0,0.25,0.25,3.0,0.0%
2024-25,34,,Dom DiVincentiis,MTB,20,G,28,0,1,1,2,,0,0,0,0.0,0.036,0.036,,
2024-25,35,,Graham Sward,MTB,21,D,2,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
2024-25,36,,Patrick Guzzo,MTB,23,F,3,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,3.0,0.0%
2024-25,37,,Chris Driedger,MTB,30,G,5,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2024-25,38,,Colson Gengenbach,MTB,24,F,8,0,0,0,4,-6.0,0,0,0,0.0,0.0,0.0,11.0,0.0%
2024-25,39,,Daniel Torgersson,MTB,22,F,12,0,0,0,8,-6.0,0,0,0,0.0,0.0,0.0,8.0,0.0%
2024-25,40,,Thomas Milic,MTB,21,G,21,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
2024-25,41,,Kaapo Kähkönen,MTB,28,G,22,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
